Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
LOJA;-3,97743488;-79,20119179;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,30860020;-78,56182650;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/9/2023;ENCONTRADO;16/9/2023
PICHINCHA;-0,14431790;-78,47062660;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/7/2023;ENCONTRADO;27/7/2023
ZONA NO DELIMITADA;-0,78457211;-79,61528344;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/6/2023;ENCONTRADO;11/7/2023
EL ORO;-3,32858840;-79,79059820;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/4/2023;ENCONTRADO;4/5/2023
PICHINCHA;-0,07781380;-78,43167600;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/5/2023;ENCONTRADO;29/5/2023
PICHINCHA;-0,07781380;-78,43167600;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/5/2023;ENCONTRADO;29/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26710180;-79,18188474;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/3/2023;ENCONTRADO;5/4/2023
ESMERALDAS;0,91540972;-79,69915867;50;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/5/2023;ENCONTRADO;30/5/2023
GUAYAS;-2,19198170;-79,88120615;31;HOMBRE;FALLECIDO;NO DETERMINADA;4/4/2023;FALLECIDO;5/4/2023
PICHINCHA;-0,04009180;-78,45492790;36;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/7/2023;ENCONTRADO;27/7/2023
ESMERALDAS;0,98831245;-79,65384149;44;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;30/4/2023;ENCONTRADO;4/5/2023
ZONA NO DELIMITADA;-0,78457211;-79,61528344;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/6/2023;ENCONTRADO;11/7/2023
PICHINCHA;-0,06207100;-78,35023980;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/7/2023;ENCONTRADO;13/7/2023
SANTA ELENA;-1,94086200;-80,71932800;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/4/2023;ENCONTRADO;25/4/2023
LOJA;-3,99520650;-79,20221230;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/1/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,28562110;-78,56504310;42;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/8/2023;ENCONTRADO;11/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24280470;-79,18336660;34;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/7/2023;ENCONTRADO;30/7/2023
ZAMORA CHINCHIPE;-3,62230643;-78,58823616;27;HOMBRE;FALLECIDO;ASESINATO;19/6/2023;FALLECIDO;21/6/2023
ESMERALDAS;0,32272650;-79,47856240;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/5/2023;ENCONTRADO;6/7/2023
ZAMORA CHINCHIPE;-4,06748583;-78,95275354;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/5/2023;ENCONTRADO;21/6/2023
PICHINCHA;-0,20215620;-78,49784450;60;HOMBRE;FALLECIDO;NO DETERMINADA;21/4/2023;FALLECIDO;27/4/2023
SANTA ELENA;-2,24062877;-80,90524771;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/4/2023;ENCONTRADO;21/4/2023
TUNGURAHUA;-1,31026722;-78,54163813;42;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;26/3/2023;ENCONTRADO;3/4/2023
PASTAZA;-1,48202303;-78,08764565;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;10/7/2023;ENCONTRADO;10/7/2023
NAPO;-1,00391019;-77,81126976;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/4/2023;ENCONTRADO;27/6/2023
PASTAZA;-1,48086509;-78,00511837;40;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;30/6/2023;ENCONTRADO;12/7/2023
PICHINCHA;-0,08926388;-78,42813492;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;22/6/2023;ENCONTRADO;27/6/2023
BOLIVAR;-1,59985296;-78,99527804;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/5/2023;ENCONTRADO;8/6/2023
BOLIVAR;-1,53757712;-78,95775335;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;21/6/2023;ENCONTRADO;26/6/2023
MANABI;-0,40470960;-79,90570630;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/6/2023;ENCONTRADO;26/7/2023
EL ORO;-3,27913920;-79,91668710;35;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/4/2023;ENCONTRADO;5/5/2023
EL ORO;-3,27913920;-79,91668710;6;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/4/2023;ENCONTRADO;5/5/2023
GUAYAS;-2,11009890;-79,99077390;42;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;5/7/2023;ENCONTRADO;18/7/2023
PICHINCHA;-0,32794210;-78,54094160;83;HOMBRE;EXTRAVIADA;HOSPITALIZADO;29/5/2023;ENCONTRADO;30/5/2023
LOJA;-3,96592300;-79,75985700;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/4/2023;ENCONTRADO;14/4/2023
PICHINCHA;-0,20117167;-78,49888265;22;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/6/2023;ENCONTRADO;23/6/2023
GUAYAS;-2,22359290;-79,93062299;40;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;16/8/2023;ENCONTRADO;1/9/2023
PICHINCHA;-0,25112480;-78,49648210;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/7/2023;ENCONTRADO;18/8/2023
PICHINCHA;-0,30860020;-78,56182650;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/9/2023;ENCONTRADO;16/9/2023
BOLIVAR;-1,73110062;-79,06177769;50;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;1/5/2023;ENCONTRADO;18/5/2023
PICHINCHA;-0,14591470;-78,48158790;87;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/5/2023;ENCONTRADO;14/7/2023
CHIMBORAZO;-1,67571140;-78,65223650;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;6/4/2023
LOS RIOS;-1,80192600;-79,53464590;39;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;11/7/2023;ENCONTRADO;11/7/2023
EL ORO;-3,26197404;-79,95981277;12;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;22/6/2023;ENCONTRADO;23/6/2023
CHIMBORAZO;-1,80544000;-78,60121200;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/3/2023;ENCONTRADO;15/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26564290;-79,16608800;28;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;24/5/2023
MORONA SANTIAGO;-2,45688870;-78,16833971;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/4/2023;ENCONTRADO;2/5/2023
CHIMBORAZO;-1,56539989;-78,75094414;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/4/2023;ENCONTRADO;3/5/2023
IMBABURA;0,38551530;-78,31594110;65;HOMBRE;FALLECIDO;ACCIDENTAL;12/5/2023;FALLECIDO;19/5/2023
PICHINCHA;-0,15560200;-78,37284560;6;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,12393940;-79,89981010;25;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/4/2023;ENCONTRADO;2/5/2023
ZONA NO DELIMITADA;-0,66983380;-79,60882902;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/6/2023;ENCONTRADO;28/6/2023
PICHINCHA;-0,20938340;-78,50203890;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/5/2023;ENCONTRADO;30/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26564290;-79,16608800;1;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;24/5/2023
AZUAY;-2,93798357;-78,96655083;56;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;30/7/2023;ENCONTRADO;11/8/2023
PICHINCHA;-0,15560200;-78,37284560;36;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,23113377;-79,91263278;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/4/2023;ENCONTRADO;13/4/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/7/2023;ENCONTRADO;13/9/2023
COTOPAXI;-0,95833450;-78,69659720;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/6/2023;ENCONTRADO;29/6/2023
LOJA;-4,01074166;-79,21928734;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/7/2023;ENCONTRADO;12/7/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;21;HOMBRE;SIN_DATO;SIN_DATO;24/3/2023;DESAPARECIDO;SIN_DATO
MANABI;-1,10580930;-80,58272720;39;HOMBRE;SIN_DATO;SIN_DATO;3/6/2023;DESAPARECIDO;SIN_DATO
LOJA;-4,00634483;-79,20251892;44;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;27/4/2023;ENCONTRADO;4/5/2023
PICHINCHA;-0,15560200;-78,37284560;3;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
PICHINCHA;-0,21002496;-78,48391132;31;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/4/2023;ENCONTRADO;11/4/2023
GUAYAS;-1,91589840;-80,01296790;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,22441873;-78,49839648;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/5/2023;ENCONTRADO;29/5/2023
ORELLANA;-0,28554000;-76,86820400;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/7/2023;ENCONTRADO;2/8/2023
MORONA SANTIAGO;-2,30067391;-78,09918880;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/4/2023;ENCONTRADO;27/4/2023
EL ORO;-3,25994247;-79,93888514;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/5/2023;ENCONTRADO;30/5/2023
COTOPAXI;-0,95833450;-78,69659720;6;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/6/2023;ENCONTRADO;29/6/2023
AZUAY;-2,89082500;-78,97689990;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/5/2023;ENCONTRADO;14/5/2023
AZUAY;-2,86760946;-79,03762193;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/7/2023;ENCONTRADO;11/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25789240;-79,15008760;32;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/7/2023;ENCONTRADO;25/7/2023
MANABI;-0,07087110;-80,14078140;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/7/2023;ENCONTRADO;15/7/2023
PICHINCHA;-0,20064202;-78,49013788;33;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;25/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,16901920;-79,80584070;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;2/5/2023
AZUAY;-3,06289600;-79,06605200;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/7/2023;ENCONTRADO;3/8/2023
LOS RIOS;-1,55936862;-79,74919345;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/4/2023;ENCONTRADO;17/4/2023
TUNGURAHUA;-1,23309620;-78,62001290;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/6/2023;ENCONTRADO;13/7/2023
GUAYAS;-2,08981410;-79,92594480;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/5/2023;ENCONTRADO;23/6/2023
GUAYAS;-2,67503915;-79,62200681;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/1/2023;ENCONTRADO;22/7/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24522861;-79,16401723;23;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;26/5/2023;ENCONTRADO;26/6/2023
GUAYAS;-2,24908744;-79,88639832;34;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/6/2023;ENCONTRADO;23/6/2023
CARCHI;0,79255997;-77,73766996;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/5/2023;ENCONTRADO;30/5/2023
GUAYAS;-2,23672386;-79,91946806;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/7/2023;ENCONTRADO;29/7/2023
COTOPAXI;-0,83802554;-78,66510502;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/6/2023;ENCONTRADO;23/6/2023
PICHINCHA;-0,15214460;-78,48299660;81;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;26/7/2023;ENCONTRADO;27/7/2023
GUAYAS;-2,23672386;-79,91946806;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/7/2023;ENCONTRADO;29/7/2023
NAPO;-0,90856240;-77,80813630;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/5/2023;ENCONTRADO;4/5/2023
GUAYAS;-2,24027910;-79,92206860;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;3/5/2023
CARCHI;0,59106180;-77,82964980;85;HOMBRE;FALLECIDO;MUERTE NATURAL;15/5/2023;FALLECIDO;26/5/2023
CHIMBORAZO;-1,64436800;-78,58738700;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/4/2023;ENCONTRADO;14/4/2023
ESMERALDAS;0,95997139;-79,64823620;34;HOMBRE;FALLECIDO;ASESINATO;31/3/2023;FALLECIDO;5/4/2023
GUAYAS;-2,11840440;-79,58298260;45;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/5/2023;ENCONTRADO;30/5/2023
CHIMBORAZO;-1,46930180;-78,81693960;8;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;3/4/2023;ENCONTRADO;4/4/2023
COTOPAXI;-1,18322002;-79,24633000;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/5/2023;ENCONTRADO;25/5/2023
GUAYAS;-2,12510060;-79,89827930;24;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/6/2023;ENCONTRADO;23/6/2023
ESMERALDAS;0,90633913;-79,68928332;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;11/6/2023
IMBABURA;0,34714690;-78,13236480;30;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;30/3/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,23942080;-79,92941400;43;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;2/5/2023
MANABI;-1,05419987;-80,48622984;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/7/2023;ENCONTRADO;1/8/2023
MANABI;-0,94322888;-80,72444398;63;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;20/5/2023;ENCONTRADO;23/5/2023
GUAYAS;-2,12252930;-80,00013500;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/7/2023;ENCONTRADO;28/7/2023
LOJA;-4,01498270;-79,20180700;28;HOMBRE;FALLECIDO;ASESINATO;24/5/2023;FALLECIDO;1/6/2023
PICHINCHA;-0,18065320;-78,46783820;31;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/5/2023;ENCONTRADO;4/6/2023
LOS RIOS;-1,59124489;-79,39473628;24;HOMBRE;FALLECIDO;NO DETERMINADA;9/7/2023;FALLECIDO;13/7/2023
CAÑAR;-2,72406863;-78,82717864;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/3/2023;ENCONTRADO;12/4/2023
LOJA;-4,00369663;-79,19294164;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/5/2023;ENCONTRADO;22/5/2023
LOS RIOS;-1,56090955;-79,75424553;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/8/2023;ENCONTRADO;14/8/2023
GUAYAS;-1,90934075;-80,01591688;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/7/2023;ENCONTRADO;18/7/2023
PICHINCHA;-0,03651340;-78,06519310;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/5/2023;ENCONTRADO;12/5/2023
GUAYAS;-2,09557021;-79,90882855;34;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/7/2023;ENCONTRADO;29/7/2023
CAÑAR;-2,55488420;-78,93657397;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;10/4/2023
GUAYAS;-1,86910000;-79,97916420;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/7/2023;ENCONTRADO;19/7/2023
PICHINCHA;-0,23549320;-78,52278020;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/8/2023;ENCONTRADO;4/8/2023
MANABI;0,07390000;-80,03654304;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/7/2023;ENCONTRADO;18/7/2023
ESMERALDAS;0,96655255;-79,65102905;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;16/3/2023;ENCONTRADO;12/4/2023
PICHINCHA;-0,24987050;-78,52917060;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;23/6/2023;ENCONTRADO;23/6/2023
PASTAZA;-1,49386742;-77,98693213;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/4/2023;ENCONTRADO;6/6/2023
LOJA;-3,96463715;-79,19429503;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/5/2023;ENCONTRADO;29/5/2023
GUAYAS;-2,22033055;-79,93079896;83;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PATRIMONIAL;22/4/2023;ENCONTRADO;3/5/2023
CHIMBORAZO;-1,67641920;-78,63177190;31;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/8/2023;ENCONTRADO;4/8/2023
PICHINCHA;-0,30694910;-78,50189990;88;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/7/2023;ENCONTRADO;27/7/2023
LOS RIOS;-1,56861662;-79,46803764;12;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/6/2023;ENCONTRADO;20/7/2023
PICHINCHA;-0,37895850;-78,50696100;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/4/2023;ENCONTRADO;30/5/2023
SANTA ELENA;-2,31083200;-80,77533800;21;MUJER;PROBLEMAS SOCIALES;DROGADICCION;21/4/2023;ENCONTRADO;2/5/2023
PICHINCHA;-0,14990430;-78,43682560;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/4/2023;ENCONTRADO;6/4/2023
MANABI;-0,82754985;-80,49464250;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/7/2023;ENCONTRADO;25/7/2023
PICHINCHA;-0,21069100;-78,39559860;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/5/2023;ENCONTRADO;2/6/2023
PICHINCHA;-0,37895850;-78,50696100;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/4/2023;ENCONTRADO;30/5/2023
PICHINCHA;-0,37895850;-78,50696100;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/4/2023;ENCONTRADO;30/5/2023
AZUAY;-2,86752260;-79,03782280;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/7/2023;ENCONTRADO;29/7/2023
SANTA ELENA;-2,31083200;-80,77533800;2;MUJER;PROBLEMAS SOCIALES;DROGADICCION;21/4/2023;ENCONTRADO;2/5/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01945584;-79,39016467;17;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;26/3/2023;ENCONTRADO;10/4/2023
GUAYAS;-2,33419926;-79,38844789;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/7/2023;ENCONTRADO;10/9/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25344753;-79,17169692;31;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/6/2023;ENCONTRADO;7/7/2023
COTOPAXI;-0,92443313;-78,62775654;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/7/2023;ENCONTRADO;27/7/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/8/2023;ENCONTRADO;4/8/2023
PICHINCHA;-0,18895600;-78,50786770;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/1/2023;ENCONTRADO;2/5/2023
PICHINCHA;-0,31345710;-78,52668550;34;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/7/2023;ENCONTRADO;17/7/2023
COTOPAXI;-0,93085480;-78,61008773;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/5/2023;ENCONTRADO;6/6/2023
GUAYAS;-2,16901920;-79,80584070;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/5/2023;ENCONTRADO;31/5/2023
PICHINCHA;-0,28629289;-78,56564535;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/5/2023;ENCONTRADO;30/5/2023
GUAYAS;-2,12937491;-79,93607413;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/7/2023;ENCONTRADO;25/7/2023
ORELLANA;-0,46167280;-76,99310740;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/7/2023;ENCONTRADO;3/8/2023
GUAYAS;-2,16577580;-79,91154340;25;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;22/6/2023;ENCONTRADO;26/6/2023
GUAYAS;-1,79624000;-79,99176000;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/4/2023;ENCONTRADO;8/5/2023
GUAYAS;-2,15995129;-79,79422609;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;18/4/2023;ENCONTRADO;11/5/2023
PICHINCHA;-0,26369030;-78,53750550;24;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;15/9/2023;ENCONTRADO;16/9/2023
TUNGURAHUA;-1,32914026;-78,54154503;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;15/5/2023
AZUAY;-2,87828774;-78,99841447;11;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/5/2023;ENCONTRADO;15/6/2023
CHIMBORAZO;-2,02025430;-78,97371700;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;12/4/2023
GUAYAS;-2,19477285;-79,90663659;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/3/2023;ENCONTRADO;7/4/2023
PICHINCHA;-0,31781696;-78,55806381;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/4/2023;ENCONTRADO;26/7/2023
GUAYAS;-2,11724310;-79,89273100;22;HOMBRE;SIN_DATO;SIN_DATO;13/9/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,46930180;-78,81693960;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;5/4/2023
LOS RIOS;-1,02251240;-79,46040350;41;HOMBRE;FALLECIDO;NO DETERMINADA;10/6/2023;FALLECIDO;7/7/2023
CHIMBORAZO;-1,69017800;-78,67514100;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/5/2023;ENCONTRADO;31/5/2023
PICHINCHA;-0,24295610;-78,49729060;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;30/4/2023;ENCONTRADO;17/5/2023
LOJA;-3,95942241;-79,24099126;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/5/2023;ENCONTRADO;26/5/2023
ESMERALDAS;0,86077589;-79,62400852;19;HOMBRE;FALLECIDO;NO DETERMINADA;22/6/2023;FALLECIDO;13/7/2023
ORELLANA;-0,52999509;-77,16541569;45;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/6/2023;ENCONTRADO;23/6/2023
ORELLANA;-0,30630726;-76,86077139;17;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;12/6/2023;ENCONTRADO;5/7/2023
